Layout	Aspect Ratio	aspect-ratio	aspect-auto	aspect-ratio:auto;
Layout	Aspect Ratio	aspect-ratio	aspect-square	aspect-ratio:1 / 1;
Layout	Aspect Ratio	aspect-ratio	aspect-video	aspect-ratio:16 / 9;
Layout	Container	container	container	None
Layout	Container	container	sm	max-width:640px;
Layout	Container	container	md	max-width:768px;
Layout	Container	container	lg	max-width:1024px;
Layout	Container	container	xl	max-width:1280px;
Layout	Container	container	2xl	max-width:1536px;
Layout	Columns	columns	columns-1	columns:1;
Layout	Columns	columns	columns-2	columns:2;
Layout	Columns	columns	columns-3	columns:3;
Layout	Columns	columns	columns-4	columns:4;
Layout	Columns	columns	columns-5	columns:5;
Layout	Columns	columns	columns-6	columns:6;
Layout	Columns	columns	columns-7	columns:7;
Layout	Columns	columns	columns-8	columns:8;
Layout	Columns	columns	columns-9	columns:9;
Layout	Columns	columns	columns-10	columns:10;
Layout	Columns	columns	columns-11	columns:11;
Layout	Columns	columns	columns-12	columns:12;
Layout	Columns	columns	columns-auto	columns:auto;
Layout	Columns	columns	columns-3xs	columns:16rem;
Layout	Columns	columns	columns-2xs	columns:18rem;
Layout	Columns	columns	columns-xs	columns:20rem;
Layout	Columns	columns	columns-sm	columns:24rem;
Layout	Columns	columns	columns-md	columns:28rem;
Layout	Columns	columns	columns-lg	columns:32rem;
Layout	Columns	columns	columns-xl	columns:36rem;
Layout	Columns	columns	columns-2xl	columns:42rem;
Layout	Columns	columns	columns-3xl	columns:48rem;
Layout	Columns	columns	columns-4xl	columns:56rem;
Layout	Columns	columns	columns-5xl	columns:64rem;
Layout	Columns	columns	columns-6xl	columns:72rem;
Layout	Columns	columns	columns-7xl	columns:80rem;
Layout	Break After	break-after	break-after-auto	break-after:auto;
Layout	Break After	break-after	break-after-avoid	break-after:avoid;
Layout	Break After	break-after	break-after-all	break-after:all;
Layout	Break After	break-after	break-after-avoid-page	break-after:avoid-page;
Layout	Break After	break-after	break-after-page	break-after:page;
Layout	Break After	break-after	break-after-left	break-after:left;
Layout	Break After	break-after	break-after-right	break-after:right;
Layout	Break After	break-after	break-after-column	break-after:column;
Layout	Break Before	break-before	break-before-auto	break-before:auto;
Layout	Break Before	break-before	break-before-avoid	break-before:avoid;
Layout	Break Before	break-before	break-before-all	break-before:all;
Layout	Break Before	break-before	break-before-avoid-page	break-before:avoid-page;
Layout	Break Before	break-before	break-before-page	break-before:page;
Layout	Break Before	break-before	break-before-left	break-before:left;
Layout	Break Before	break-before	break-before-right	break-before:right;
Layout	Break Before	break-before	break-before-column	break-before:column;
Layout	Break Inside	break-inside	break-inside-auto	break-inside:auto;
Layout	Break Inside	break-inside	break-inside-avoid	break-inside:avoid;
Layout	Break Inside	break-inside	break-inside-avoid-page	break-inside:avoid-page;
Layout	Break Inside	break-inside	break-inside-avoid-column	break-inside:avoid-column;
Layout	Box Decoration Break	box-decoration-break	box-decoration-clone	box-decoration-break:clone;
Layout	Box Decoration Break	box-decoration-break	box-decoration-slice	box-decoration-break:slice;
Layout	Box Sizing	box-sizing	box-border	box-sizing:border-box;
Layout	Box Sizing	box-sizing	box-content	box-sizing:content-box;
Layout	Display	display	block	display:block;
Layout	Display	display	inline-block	display:inline-block;
Layout	Display	display	inline	display:inline;
Layout	Display	display	flex	display:flex;
Layout	Display	display	inline-flex	display:inline-flex;
Layout	Display	display	table	display:table;
Layout	Display	display	inline-table	display:inline-table;
Layout	Display	display	table-caption	display:table-caption;
Layout	Display	display	table-cell	display:table-cell;
Layout	Display	display	table-column	display:table-column;
Layout	Display	display	table-column-group	display:table-column-group;
Layout	Display	display	table-footer-group	display:table-footer-group;
Layout	Display	display	table-header-group	display:table-header-group;
Layout	Display	display	table-row-group	display:table-row-group;
Layout	Display	display	table-row	display:table-row;
Layout	Display	display	flow-root	display:flow-root;
Layout	Display	display	grid	display:grid;
Layout	Display	display	inline-grid	display:inline-grid;
Layout	Display	display	contents	display:contents;
Layout	Display	display	list-item	display:list-item;
Layout	Display	display	hidden	display:none;
Layout	Floats	float	float-start	float:inline-start;
Layout	Floats	float	float-end	float:inline-end;
Layout	Floats	float	float-right	float:right;
Layout	Floats	float	float-left	float:left;
Layout	Floats	float	float-none	float:none;
Layout	Clear	clear	clear-start	clear:inline-start;
Layout	Clear	clear	clear-end	clear:inline-end;
Layout	Clear	clear	clear-left	clear:left;
Layout	Clear	clear	clear-right	clear:right;
Layout	Clear	clear	clear-both	clear:both;
Layout	Clear	clear	clear-none	clear:none;
Layout	Isolation	isolation	isolate	isolation:isolate;
Layout	Isolation	isolation	isolation-auto	isolation:auto;
Layout	Object Fit	object-fit	object-contain	object-fit:contain;
Layout	Object Fit	object-fit	object-cover	object-fit:cover;
Layout	Object Fit	object-fit	object-fill	object-fit:fill;
Layout	Object Fit	object-fit	object-none	object-fit:none;
Layout	Object Fit	object-fit	object-scale-down	object-fit:scale-down;
Layout	Object Position	object-position	object-bottom	object-position:bottom;
Layout	Object Position	object-position	object-center	object-position:center;
Layout	Object Position	object-position	object-left	object-position:left;
Layout	Object Position	object-position	object-left-bottom	object-position:left bottom;
Layout	Object Position	object-position	object-left-top	object-position:left top;
Layout	Object Position	object-position	object-right	object-position:right;
Layout	Object Position	object-position	object-right-bottom	object-position:right bottom;
Layout	Object Position	object-position	object-right-top	object-position:right top;
Layout	Object Position	object-position	object-top	object-position:top;
Layout	Overflow	overflow	overflow-auto	overflow:auto;
Layout	Overflow	overflow	overflow-hidden	overflow:hidden;
Layout	Overflow	overflow	overflow-clip	overflow:clip;
Layout	Overflow	overflow	overflow-visible	overflow:visible;
Layout	Overflow	overflow	overflow-scroll	overflow:scroll;
Layout	Overflow	overflow	overflow-x-auto	overflow-x:auto;
Layout	Overflow	overflow	overflow-y-auto	overflow-y:auto;
Layout	Overflow	overflow	overflow-x-hidden	overflow-x:hidden;
Layout	Overflow	overflow	overflow-y-hidden	overflow-y:hidden;
Layout	Overflow	overflow	overflow-x-clip	overflow-x:clip;
Layout	Overflow	overflow	overflow-y-clip	overflow-y:clip;
Layout	Overflow	overflow	overflow-x-visible	overflow-x:visible;
Layout	Overflow	overflow	overflow-y-visible	overflow-y:visible;
Layout	Overflow	overflow	overflow-x-scroll	overflow-x:scroll;
Layout	Overflow	overflow	overflow-y-scroll	overflow-y:scroll;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-auto	overscroll-behavior:auto;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-contain	overscroll-behavior:contain;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-none	overscroll-behavior:none;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-y-auto	overscroll-behavior-y:auto;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-y-contain	overscroll-behavior-y:contain;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-y-none	overscroll-behavior-y:none;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-x-auto	overscroll-behavior-x:auto;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-x-contain	overscroll-behavior-x:contain;
Layout	Overscroll Behavior	overscroll-behavior	overscroll-x-none	overscroll-behavior-x:none;
Layout	Position	position	static	position:static;
Layout	Position	position	fixed	position:fixed;
Layout	Position	position	absolute	position:absolute;
Layout	Position	position	relative	position:relative;
Layout	Position	position	sticky	position:sticky;
